ORDER,FAMILY,GENUS,SPECIES,NUMB,SNST,STATUS,CP,RP,MIN,QMIN,MAX,QMAX,NHAB,NZOO,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,GAN,LAN,BSR,MPL,PAS,MAH,GCS,CDH,CHO,EPC,STP,NAN,CAN,SAN,NSA,TEP,AMN,AMS,CSA,ATL,PAM,PAT
GAVIIFORMES,GAVIIDAE,Gavia,immer,66,M,F,4,3,0,,0,,1,3,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,Y,,,,,,,,,,,,,,,
GAVIIFORMES,GAVIIDAE,Gavia,pacifica,67,H,F,4,3,0,,0,,1,1,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,
GAVIIFORMES,GAVIIDAE,Gavia,stellata,68,H,F,4,3,0,,0,,1,1,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,
PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps,auritus,76,M,F,4,3,0,,0,,1,1,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Cygnus,columbianus,244,L,F,4,3,0,,2000,,1,2,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anser,albifrons,247,L,F,4,2,0,,2500,,3,4,A6,N13,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,,,,,,,Y,Y,Y,,Y,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anser,caerulescens,248,L,F,4,3,0,,2500,,3,4,N13,A6,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anser,rossii,249,L,F,4,3,1200,,2500,,3,1,N13,A6,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Branta,bernicla,250,M,F,4,3,0,,0,,2,1,A11,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Branta,canadensis,251,L,F,4,2,0,,1800,,3,3,A6,N13,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,acuta,270,L,S,4,3,0,,2000,,2,8,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,americana,271,L,S,4,2,0,,2300,,2,8,A6,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,clypeata,273,L,S,4,3,0,,2100,,2,8,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,crecca,274,L,S,4,3,0,,2100,,2,8,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Q,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,discors,276,L,S,4,3,0,,2600,,2,17,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,,Y,,Y,Y,Y,Q,Y,
ANSERIFORMES,ANATIDAE,Anas,penelope,280,L,F,4,3,0,,0,,2,3,A6,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,strepera,287,L,S,3,2,0,,1800,,3,6,A1,A2,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,Y,,Y,Y,Y,Y,Y,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya,affinis,291,M,S,4,2,0,,2500,,1,8,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,,,
ANSERIFORMES,ANATIDAE,Aythya,collaris,293,M,S,4,3,0,,2000,,1,7,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya,marila,294,H,F,4,3,0,,0,,1,1,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya,valisineria,295,M,S,3,2,0,,2500,,2,5,A6,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,Y,Y,Y,Y,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Melanitta,fusca,298,H,F,4,3,0,,0,,1,1,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Melanitta,nigra,299,H,F,4,3,0,,0,,1,1,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Melanitta,perspicillata,300,H,F,4,3,0,,0,,1,1,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Bucephala,albeola,301,M,F,4,3,0,,2500,,2,3,A6,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,Y,,,Y,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Bucephala,clangula,302,M,F,4,3,0,,2000,,2,3,A6,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,Y,,,Y,,,,,,,,,,,,
