ORDER,FAMILY,GENUS,SPECIES,NUMB,BAHA,CUBA,HISP,JAMA,PUER,LANT,NANT,MEXI,GUAT,BELI,ELSA,HOND,NICA,COST,PANA,COLO,VENE,TRIN,GUYA,SURI,FREN,ECUA,PERU,BOLI,BRAZ,PARG,URUG,ARGN,CHIL
PASSERIFORMES,EMBERIZINAE,Arremon,flavirostris,3330,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X
PASSERIFORMES,EMBERIZINAE,Arremon,schlegeli,3331,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Arremon,(taciturnus) semitorquatus,3332,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,EMBERIZINAE,Arremon,(taciturnus) taciturnus,3333,,,,,,,,,,,,,,,,X,X,,X,X,X,,X,X,X,,,
PASSERIFORMES,EMBERIZINAE,Arremonops,chloronotus,3334,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Arremonops,conirostris,3335,,,,,,,,,,,,X,X,X,X,X,X,,,,,X,SX,,X,,,
PASSERIFORMES,EMBERIZINAE,Arremonops,rufivirgatus,3336,,,,,,,,X,X,X,,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Arremonops,tocuyensis,3337,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,albiceps,3338,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,albinucha,3339,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,albofrenatus,3340,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,brunneinucha,3341,,,,,,,,X,X,,X,X,X,X,X,X,X,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,citrinellus,3342,,,,,,,,,,,,,,,,,,,,,,,,,,?,,XR
PASSERIFORMES,EMBERIZINAE,Atlapetes,flaviceps,3343,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,fulviceps,3344,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X
PASSERIFORMES,EMBERIZINAE,Atlapetes,fuscoolivaceus,3345,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,gutturalis,3346,,,,,,,,X,X,,X,X,X,X,X,X,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,leucopis,3347,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,(leucopterus) leucopterus,3348,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,(leucopterus) paynteri,3349,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,melanocephalus,3350,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,nationi,3351,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,pallidiceps,3352,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,pallidinucha,3353,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,personatus,3354,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,pileatus,3355,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,rufigenis,3356,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,rufinucha,3357,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,schistaceus,3358,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,seebohmi,3359,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,semirufus,3360,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,(torquatus) atricapillus,3361,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,(torquatus) torquatus,3362,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,X
PASSERIFORMES,EMBERIZINAE,Atlapetes,(torquatus) virenticeps,3363,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Atlapetes,tricolor,3364,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Pezopetes,capitalis,3365,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Oreothraupis,arremonops,3366,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,
PASSERIFORMES,EMBERIZINAE,Pselliophorus,luteoviridis,3367,,,,,,,,,,,,,,,XR,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Pselliophorus,tibialis,3368,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Lysurus,castaneiceps,3369,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Lysurus,crassirostris,3370,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Urothraupis,stolzmanni,3371,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,
PASSERIFORMES,EMBERIZINAE,Charitospiza,eucosma,3372,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,X
PASSERIFORMES,EMBERIZINAE,Coryphaspiza,melanotis,3373,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X
PASSERIFORMES,EMBERIZINAE,Saltatricula,multicolor,3374,,,,,,,,,,,,,,,,,,,,,,,,X,,X,X,X
PASSERIFORMES,EMBERIZINAE,Gubernatrix,cristata,3375,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,X
PASSERIFORMES,EMBERIZINAE,Coryphospingus,cucullatus,3376,,,,,,,,,,,,,,,,,,,X,X,,,X,X,X,X,X,X
PASSERIFORMES,EMBERIZINAE,Coryphospingus,pileatus,3377,,,,,,,,,,,,,,,,X,X,,,,SX,,,,X,,,
PASSERIFORMES,EMBERIZINAE,Rhodospingus,cruentus,3378,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Paroaria,baeri,3379,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,EMBERIZINAE,Paroaria,capitata,3380,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X
PASSERIFORMES,EMBERIZINAE,Paroaria,coronata,3381,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X
PASSERIFORMES,EMBERIZINAE,Paroaria,dominicana,3382,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,EMBERIZINAE,Paroaria,gularis,3383,,,,,,,,,,,,,,,,X,X,X,X,X,,X,X,X,X,,,
PASSERIFORMES,CATAMBLYRHYNCHINAE,Catamblyrhynchus,diadema,3384,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,X
PASSERIFORMES,CARDINALINAE,Spiza,americana,3385,XN,XN,,XN,V,,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,,,,,V,,,
PASSERIFORMES,CARDINALINAE,Pheucticus,aureoventris,3386,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,X,,X
PASSERIFORMES,CARDINALINAE,Pheucticus,chrysogaster,3387,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,CARDINALINAE,Pheucticus,chrysopeplus,3388,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Pheucticus,ludovicianus,3389,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,SV,V,,V,XN,XN,,,,,
PASSERIFORMES,CARDINALINAE,Pheucticus,melanocephalus,3390,,,,,,,SV,X,,,,,,SV,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Pheucticus,tibialis,3391,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Cardinalis,cardinalis,3392,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Cardinalis,phoeniceus,3393,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Cardinalis,sinuatus,3394,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Caryothraustes,canadensis,3395,,,,,,,,,,,,,,,X,X,X,,X,X,X,,,,X,,,,
PASSERIFORMES,CARDINALINAE,Caryothraustes,humeralis,3396,,,,,,,,,,,,,,,,?,,,,,,X,X,X,X,,,,
PASSERIFORMES,CARDINALINAE,Caryothraustes,poliogaster,3397,,,,,,,,X,X,X,,X,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Rhodothraupis,celaeno,3398,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Periporphyrus,erythromelas,3399,,,,,,,,,,,,,,,,,X,,X,X,X,,,,X,,,,
PASSERIFORMES,CARDINALINAE,Pitylus,fuliginosus,3400,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,
PASSERIFORMES,CARDINALINAE,Pitylus,grossus,3401,,,,,,,,,,,,X,X,X,X,X,X,,X,X,X,X,X,X,X,,,,
PASSERIFORMES,CARDINALINAE,Saltator,albicollis,3402,,,,,,X,,,,,,,,X,X,X,X,X,,,,X,X,,,,,,
PASSERIFORMES,CARDINALINAE,Saltator,atriceps,3403,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Saltator,atricollis,3404,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,
PASSERIFORMES,CARDINALINAE,Saltator,atripennis,3405,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,
PASSERIFORMES,CARDINALINAE,Saltator,(aurantiirostris) aurantiirostris,3406,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X
PASSERIFORMES,CARDINALINAE,Saltator,(aurantiirostris) nigriceps,3407,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,CARDINALINAE,Saltator,cinctus,3408,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,CARDINALINAE,Saltator,coerulescens,3409,,,,,,,,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X
PASSERIFORMES,CARDINALINAE,Saltator,maxillosus,3410,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
PASSERIFORMES,CARDINALINAE,Saltator,maximus,3411,,,,,,,,X,X,X,V,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,
PASSERIFORMES,CARDINALINAE,Saltator,orenocensis,3412,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Saltator,rufiventris,3413,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X
PASSERIFORMES,CARDINALINAE,Saltator,similis,3414,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X
PASSERIFORMES,CARDINALINAE,Passerina,amoena,3415,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Passerina,brissonii,3416,,,,,,,,,,,,,,,,X,X,,,,,,,X,X,X,X,X
PASSERIFORMES,CARDINALINAE,Passerina,caerulea,3417,XN,XN,XN,XN,XN,,,X,X,X,X,X,X,X,XN,V,,,,,,V,,,,,,
PASSERIFORMES,CARDINALINAE,Passerina,caerulescens,3418,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,
PASSERIFORMES,CARDINALINAE,Passerina,ciris,3419,XN,XN,,XN,,,,X,XN,XN,XN,XN,XN,XN,XN,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Passerina,cyanea,3420,XN,XN,XN,XN,XN,V,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,V,SV,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Passerina,cyanoides,3421,,,,,,,,X,X,X,,X,X,X,X,X,X,,X,X,X,X,X,X,X,,,
PASSERIFORMES,CARDINALINAE,Passerina,glaucocaerulea,3422,,,,,,,,,,,,,,,,,,,,,,,,,X,X?,X,X
PASSERIFORMES,CARDINALINAE,Passerina,leclancherii,3423,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Passerina,parellina,3424,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Passerina,rositae,3425,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,CARDINALINAE,Passerina,versicolor,3426,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Orchesticus,abeillei,3427,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,THRAUPINAE,Schistochlamys,melanopis,3428,,,,,,,,,,,,,,,,X,X,,X,X,X,S?,X,X,X,,,
PASSERIFORMES,THRAUPINAE,Schistochlamys,ruficapillus,3429,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,THRAUPINAE,Neothraupis,fasciata,3430,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,
PASSERIFORMES,THRAUPINAE,Cypsnagra,hirundinacea,3431,,,,,,,,,,,,,,,,,,,,X,S?,,,X,X,X,,
PASSERIFORMES,THRAUPINAE,Conothraupis,mesoleuca,3432,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,THRAUPINAE,Conothraupis,speculigera,3433,,,,,,,,,,,,,,,,,,,,,,X,X,SX,X,,,
PASSERIFORMES,THRAUPINAE,Lamprospiza,melanoleuca,3434,,,,,,,,,,,,,,,,,,,X,X,X,,X,X,X,,,
PASSERIFORMES,THRAUPINAE,Cissopis,leveriana,3435,,,,,,,,,,,,,,,,X,X,,X,X,?,X,X,X,X,X,,X
PASSERIFORMES,THRAUPINAE,Chlorornis,riefferii,3436,,,,,,,,,,,,,,,,X,,,,,,X,X,X,,,,
PASSERIFORMES,THRAUPINAE,Sericossypha,albocristata,3437,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,THRAUPINAE,Compsothraupis,loricata,3438,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,THRAUPINAE,Nesospingus,speculiferus,3439,,,,,XR,,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Chlorospingus,canigularis,3440,,,,,,,,,,,,,,X,X,X,X,,,,,X,X,,,,,
PASSERIFORMES,THRAUPINAE,Chlorospingus,flavigularis,3441,,,,,,,,,,,,,,,X,X,,,,,,X,X,,,,,
PASSERIFORMES,THRAUPINAE,Chlorospingus,flavovirens,3442,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,
PASSERIFORMES,THRAUPINAE,Chlorospingus,inornatus,3443,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Chlorospingus,ophthalmicus,3444,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,,,,X
PASSERIFORMES,THRAUPINAE,Chlorospingus,parvirostris,3445,,,,,,,,,,,,,,,,X,,,,,,X,X,X,,,,
PASSERIFORMES,THRAUPINAE,Chlorospingus,pileatus,3446,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Chlorospingus,semifuscus,3447,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,
PASSERIFORMES,THRAUPINAE,Chlorospingus,tacarcunae,3448,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Cnemoscopus,rubrirostris,3449,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,atropileus,3450,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,calophrys,3451,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,frontalis,3452,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,goeringi,3453,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,melanotis,3454,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,parodii,3455,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,reyi,3456,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,rufosuperciliaris,3457,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,superciliaris,3458,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,trifasciatus,3459,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,verticalis,3460,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,THRAUPINAE,Hemispingus,xanthophthalmus,3461,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,THRAUPINAE,Pyrrhocoma,ruficeps,3462,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
PASSERIFORMES,THRAUPINAE,Thlypopsis,fulviceps,3463,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Thlypopsis,inornata,3464,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,THRAUPINAE,Thlypopsis,ornata,3465,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,THRAUPINAE,Thlypopsis,pectoralis,3466,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,THRAUPINAE,Thlypopsis,ruficeps,3467,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X
PASSERIFORMES,THRAUPINAE,Thlypopsis,sordida,3468,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,X,,X
PASSERIFORMES,THRAUPINAE,Hemithraupis,flavicollis,3469,,,,,,,,,,,,,,,X,X,X,,X,X,X,X,X,X,X,,,
PASSERIFORMES,THRAUPINAE,Hemithraupis,guira,3470,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,,X
PASSERIFORMES,THRAUPINAE,Hemithraupis,ruficapilla,3471,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,THRAUPINAE,Chrysothlypis,chrysomelas,3472,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Chrysothlypis,salmoni,3473,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,
PASSERIFORMES,THRAUPINAE,Nemosia,pileata,3474,,,,,,,,,,,,,,,,X,X,,X,X,X,,X,X,X,X,,X
PASSERIFORMES,THRAUPINAE,Nemosia,rourei,3475,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,THRAUPINAE,Phaenicophilus,palmarum,3476,,,XR,,,,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Phaenicophilus,poliocephalus,3477,,,XR,,,,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Calyptophilus,frugivorus,3478,,,XR,,,,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Rhodinocichla,rosea,3479,,,,,,,,X,,,,,,X,X,X,X,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Mitrospingus,cassinii,3480,,,,,,,,,,,,,,X,X,X,,,,,,X,,,,,,
PASSERIFORMES,THRAUPINAE,Mitrospingus,oleagineus,3481,,,,,,,,,,,,,,,,,X,,X,,,,,,X,,,
PASSERIFORMES,THRAUPINAE,Chlorothraupis,carmioli,3482,,,,,,,,,,,,,X,X,X,X,,,,,,,X,X,,,,
PASSERIFORMES,THRAUPINAE,Chlorothraupis,olivacea,3483,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,
PASSERIFORMES,THRAUPINAE,Chlorothraupis,stolzmanni,3484,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,
PASSERIFORMES,THRAUPINAE,Orthogonys,chloricterus,3485,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,THRAUPINAE,Eucometis,penicillata,3486,,,,,,,,X,X,X,,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,
PASSERIFORMES,THRAUPINAE,Lanio,aurantius,3487,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Lanio,fulvus,3488,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,,X,,,
PASSERIFORMES,THRAUPINAE,Lanio,leucothorax,3489,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Lanio,versicolor,3490,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,
PASSERIFORMES,THRAUPINAE,Creurgops,dentata,3491,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,THRAUPINAE,Creurgops,verticalis,3492,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,THRAUPINAE,Heterospingus,rubrifrons,3493,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Heterospingus,xanthopygius,3494,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,
PASSERIFORMES,THRAUPINAE,Tachyphonus,coronatus,3495,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
PASSERIFORMES,THRAUPINAE,Tachyphonus,cristatus,3496,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
PASSERIFORMES,THRAUPINAE,Tachyphonus,delatrii,3497,,,,,,,,,,,,X,X,X,X,X,,,,,,X,,,,,,
PASSERIFORMES,THRAUPINAE,Tachyphonus,luctuosus,3498,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,
PASSERIFORMES,THRAUPINAE,Tachyphonus,phoenicius,3499,,,,,,,,,,,,,,,,X,X,,X,X,X,,X,X,X,,,
PASSERIFORMES,THRAUPINAE,Tachyphonus,rufiventer,3500,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,
PASSERIFORMES,THRAUPINAE,Tachyphonus,rufus,3501,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,X
PASSERIFORMES,THRAUPINAE,Tachyphonus,surinamus,3502,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,,X,,,
PASSERIFORMES,THRAUPINAE,Trichothraupis,melanops,3503,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X
PASSERIFORMES,THRAUPINAE,Habia,atrimaxillaris,3504,,,,,,,,,,,,,,XR,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Habia,cristata,3505,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Habia,fuscicauda,3506,,,,,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Habia,gutturalis,3507,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Habia,rubica,3508,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,X,X,,X,
PASSERIFORMES,THRAUPINAE,Piranga,bidentata,3509,,,,,,,,X,X,,X,X,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Piranga,erythrocephala,3510,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Piranga,flava,3511,,,,,,V,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
PASSERIFORMES,THRAUPINAE,Piranga,leucoptera,3512,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,,,,
PASSERIFORMES,THRAUPINAE,Piranga,ludoviciana,3513,V,V,,,,,,X,XN,XN,XN,XN,XN,XN,V,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Piranga,olivacea,3514,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,,XN,XN,XN,XN,XN,XN,SV,,,,XN,XN,XN,SV,,,,
PASSERIFORMES,THRAUPINAE,Piranga,roseogularis,3515,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Piranga,rubra,3516,XN,XN,XN,XN,,XN,V,X,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,SN,XN,XN,XN,XN,,,,V
PASSERIFORMES,THRAUPINAE,Piranga,rubriceps,3517,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,
PASSERIFORMES,THRAUPINAE,Calochaetes,coccineus,3518,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,
PASSERIFORMES,THRAUPINAE,Ramphocelus,bresilius,3519,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,X?,
PASSERIFORMES,THRAUPINAE,Ramphocelus,carbo,3520,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,,
PASSERIFORMES,THRAUPINAE,Ramphocelus,dimidiatus,3521,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Ramphocelus,flammigerus,3522,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,,
PASSERIFORMES,THRAUPINAE,Ramphocelus,melanogaster,3523,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,THRAUPINAE,Ramphocelus,nigrogularis,3524,,,,,,,,,,,,,,,,X,,,,,,X,X,X,X,,,,
PASSERIFORMES,THRAUPINAE,Ramphocelus,passerinii,3525,,,,,,,,X,X,X,,X,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Ramphocelus,sanguinolentus,3526,,,,,,,,X,X,X,,X,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Spindalis,zena,3527,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Thraupis,abbas,3528,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Thraupis,bonariensis,3529,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X
