ORDER,FAMILY,GENUS,SPECIES,NUMB,SNST,STATUS,MIN,QMIN,MAX,QMAX,NHAB,NZOO,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,GAN,LAN,BSR,MPL,PAS,MAH,GCS,CDH,CHO,EPC,STP,NAN,CAN,SAN,NSA,TEP,AMN,AMS,CSA,ATL,PAM,PAT
PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps,(nigricollis) nigricollis,78.51,M,S,0,,2500,+,2,5,A6,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
PODICIPEDIFORMES,PODICIPEDIDAE,Aechmophorus,clarkii,81,M,S,0,,2200,,2,3,A6,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,Y,,Y,,,,,,,,,,,,,,,,
PODICIPEDIFORMES,PODICIPEDIDAE,Aechmophorus,occidentalis,82,M,S,0,,2200,,2,4,A11,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,
PELECANIFORMES,PELECANIDAE,Pelecanus,erythrorhynchus,161,M,S,0,,0,,3,4,A11,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,Y,,,,Y,Y,Y,,Y,,,,,,,,,,,,,,,
PELECANIFORMES,PELECANIDAE,Pelecanus,occidentalis,162,L,F,0,,0,,2,9,A11,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,Y,,Y,Y,,,,,Y,,Y,,,,,
PELECANIFORMES,PHALACROCORACIDAE,Phalacrocorax,auritus,174,M,F,0,,2200,,2,5,A11,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,,,
CICONIIFORMES,ARDEIDAE,Botaurus,lentiginosus,186,M,S,0,,2800,,2,6,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
CICONIIFORMES,ARDEIDAE,Nycticorax,nycticorax,195,L,F,0,,4400,,4,22,A1,A6,A8,A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
CICONIIFORMES,ARDEIDAE,Nycticorax,violaceus,196,M,S,0,,2000,,4,12,F14,A2,A1,A6,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,Y,Y,Y,,Y,Y,Y,,Y,Y,,,,,Y,,Y,Y,,Y,,
CICONIIFORMES,ARDEIDAE,Hydranassa,caerulea,204,M,F,0,,2000,,4,14,A1,A2,F14,A3,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,Y,,Y,Y,Y,Y,,
CICONIIFORMES,ARDEIDAE,Hydranassa,rufescens,204.01,H,F,0,,0,,2,5,A3,F14,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,Y,,Y,,Y,,,,,,,,Y,,,,,,,
CICONIIFORMES,ARDEIDAE,Hydranassa,tricolor,204.02,M,F,0,,1800,,4,12,A2,A1,A3,F14,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,Y,,Y,Y,,,,
CICONIIFORMES,ARDEIDAE,Egretta,alba,205,L,F,0,,2500,,5,18,A1,A2,A3,A4,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,,,,,,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y
CICONIIFORMES,ARDEIDAE,Egretta,thula,207,L,F,0,,2500,,5,16,A1,A2,A3,A4,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,,,Y,,Y,Y,Y,Y,Y,
CICONIIFORMES,ARDEIDAE,Ardea,herodias,213,L,S,0,,2500,,6,9,A1,A2,A3,A6,A8,F14,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,,Y,,,,,Y,,,,,,,
CICONIIFORMES,THRESKIORNITHIDAE,Plegadis,chihi,228,L,S,0,,2500,?,2,11,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,Y,Y,Y,Y,,,,Y,,,,Y,,,,Y,Y,Y,Y
ANSERIFORMES,ANATIDAE,Aix,sponsa,265,M,F,0,,1700,,2,4,A6,A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,Y,Y,,,Y,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,cyanoptera,275,L,A,0,,4300,,2,13,A1,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,Y,Y,Y,Y,,,,Y,,,,Y,,,,Y,Y,Y,Y
ANSERIFORMES,ANATIDAE,Anas,(platyrhynchos) platyrhynchos,281.51,L,S,0,,2500,,2,5,A6,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya,americana,292,M,S,0,,2300,,2,5,A6,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Mergus,merganser,305,M,F,0,,2100,,2,3,A6,A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Oxyura,(jamaicensis) jamaicensis,310.01,L,S,0,,2300,,2,7,A6,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Pandion,haliaetus,320,M,S,0,,1500,,3,13,A11,A8,A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,Y,,Y,,Y,,Y,,Y,Y,Y,,,,Y,,Y,Y,Y,Y,Y,
FALCONIFORMES,ACCIPITRIDAE,Haliaeetus,leucocephalus,334,M,F,0,,2000,,4,3,A11,A8,A6,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,Y,,,,Y,Y,,Y,,,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Circus,cyaneus,338,L,S,0,,2500,,4,8,N8,N13,N1,A1,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,cooperii,344,M,F,0,,3000,+,4,6,F7,F8,F11,F15,,,,,,,,,,Y,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,(striatus) striatus,348.52,L,F,0,,3100,,4,7,F11,F7,F8,F15,,,,,,,,,,Y,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Buteo,jamaicensis,374,L,S,0,,4000,,7,8,F7E,F10,F11,F4E,N1,N2,F15,,,,E,,,E,,,Y,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Buteo,lineatus,377,L,F,0,,2200,,3,3,F8,F15,F11,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,
